,SKI_ID,Ski_Long,Ski_Lat,NCA,STATE,NAME,SnotelID,Snotel_dist_km,Snotel_elev,ref mean SMD,ref std SMD,1920 mean SMD,1920 std SMD,1920 percent loss SMD,1930 mean SMD,1930 std SMD,1930 percent loss SMD,1940 mean SMD,1940 std SMD,1940 percent loss SMD,1950 mean SMD,1950 std SMD,1950 percent loss SMD,1960 mean SMD,1960 std SMD,1960 percent loss SMD,1970 mean SMD,1970 std SMD,1970 percent loss SMD,1980 mean SMD,1980 std SMD,1980 percent loss SMD,1990 mean SMD,1990 std SMD,1990 percent loss SMD,2000 mean SMD,2000 std SMD,2000 percent loss SMD,2010 mean SMD,2010 std SMD,2010 percent loss SMD,2020 mean SMD,2020 std SMD,2020 percent loss SMD,2030 mean SMD,2030 std SMD,2030 percent loss SMD,2040 mean SMD,2040 std SMD,2040 percent loss SMD,2050 mean SMD,2050 std SMD,2050 percent loss SMD,2060 mean SMD,2060 std SMD,2060 percent loss SMD,2070 mean SMD,2070 std SMD,2070 percent loss SMD,2080 mean SMD,2080 std SMD,2080 percent loss SMD,2090 mean SMD,2090 std SMD,2090 percent loss SMD,2100 mean SMD,2100 std SMD,2100 percent loss SMD
176,1179,-75.55887604,41.71876022,Northeast,PENNSYLVANIA,Elk Mountain Ski Center,785,2172.32223393,,76.36,1.39,82.25,10.61,0.08,81.78,12.18,0.07,83.88,10.89,0.1,86.1,11.14,0.13,83.88,12.29,0.1,84.48,10.48,0.11,81.75,11.08,0.07,77.05,10.74,0.01,78.62,11.9,0.03,72.4,11.57,0.05,68.55,11.62,0.1,65.65,8.04,0.14,59.35,11.62,0.22,54.4,11.7,0.29,48.98,9.76,0.36,45.22,11.22,0.41,39.25,8.18,0.49,38.22,10.93,0.5,30.62,10.64,0.6
177,1180,-79.25297241,40.05750179,Northeast,PENNSYLVANIA,Hidden Valley Ski Area,785,1953.91997823,,56.59,1.38,60.82,9.99,0.07,63.1,11.82,0.12,62.68,9.91,0.11,65.75,10.75,0.16,63.3,12.47,0.12,64.97,10.46,0.15,61.45,10.01,0.09,56.48,10.72,0.0,57.8,11.43,0.02,52.58,11.31,0.07,48.3,10.51,0.15,46.78,8.19,0.17,41.92,9.47,0.26,38.3,9.91,0.32,33.48,8.74,0.41,29.5,8.53,0.48,26.95,9.5,0.52,25.02,9.86,0.56,18.45,8.49,0.67
178,1181,-75.51287399,40.81483737,Northeast,PENNSYLVANIA,Little Gap Ski Area,785,2205.7719022,,70.8,1.33,75.95,10.23,0.07,76.38,12.3,0.08,77.35,10.55,0.09,80.55,10.62,0.14,77.68,13.22,0.1,78.65,10.61,0.11,75.92,11.59,0.07,71.08,10.36,0.0,72.62,12.0,0.03,66.7,11.81,0.06,62.6,11.78,0.12,60.22,8.62,0.15,53.82,10.79,0.24,49.62,11.52,0.3,44.62,9.37,0.37,40.58,10.67,0.43,36.12,8.95,0.49,34.55,10.6,0.51,26.55,10.07,0.62
179,1182,-75.65937125,41.35313407,Northeast,PENNSYLVANIA,Montage Ski Area,785,2176.40011855,,76.36,1.39,82.25,10.61,0.08,81.78,12.18,0.07,83.88,10.89,0.1,86.1,11.14,0.13,83.88,12.29,0.1,84.48,10.48,0.11,81.75,11.08,0.07,77.05,10.74,0.01,78.62,11.9,0.03,72.4,11.57,0.05,68.55,11.62,0.1,65.65,8.04,0.14,59.35,11.62,0.22,54.4,11.7,0.29,48.98,9.76,0.36,45.22,11.22,0.41,39.25,8.18,0.49,38.22,10.93,0.5,30.62,10.64,0.6
180,1183,-79.30253671,40.02440863,Northeast,PENNSYLVANIA,Seven Springs Ski Area,785,1951.55175051,,56.59,1.38,60.82,9.99,0.07,63.1,11.82,0.12,62.68,9.91,0.11,65.75,10.75,0.16,63.3,12.47,0.12,64.97,10.46,0.15,61.45,10.01,0.09,56.48,10.72,0.0,57.8,11.43,0.02,52.58,11.31,0.07,48.3,10.51,0.15,46.78,8.19,0.17,41.92,9.47,0.26,38.3,9.91,0.32,33.48,8.74,0.41,29.5,8.53,0.48,26.95,9.5,0.52,25.02,9.86,0.56,18.45,8.49,0.67
181,1184,-75.0785323,41.03546114,Northeast,PENNSYLVANIA,Shawnee Mountain Ski Area,785,2230.69441572,,64.92,1.61,68.85,10.11,0.06,70.12,11.45,0.08,71.92,10.12,0.11,74.68,10.46,0.15,71.1,12.97,0.1,72.95,10.52,0.12,69.15,11.61,0.07,65.32,10.37,0.01,66.32,11.59,0.02,61.02,11.44,0.06,56.78,11.15,0.13,54.68,8.47,0.16,48.18,10.42,0.26,45.02,11.09,0.31,40.2,8.81,0.38,35.75,9.89,0.45,32.28,8.43,0.5,29.68,9.94,0.54,22.45,8.88,0.65
182,1185,-77.93915078,39.74345219,Northeast,PENNSYLVANIA,Whitetail Ski Area,785,2064.95346096,,46.46,2.68,49.82,10.31,0.07,51.12,11.83,0.1,51.78,10.22,0.11,54.08,11.25,0.16,52.78,12.16,0.14,53.82,9.87,0.16,50.88,10.54,0.1,46.0,11.38,0.01,48.05,11.05,0.03,42.82,10.4,0.08,38.8,10.12,0.16,37.35,8.69,0.2,31.8,9.08,0.32,29.22,9.08,0.37,25.72,8.12,0.45,22.18,7.25,0.52,19.95,7.9,0.57,18.42,8.56,0.6,12.65,6.63,0.73
183,1186,-96.66493643,43.57657375,Northern Great Plains,SOUTH DAKOTA,Great Bear Ski Area,785,542.44296103,,96.37,2.61,94.82,12.9,0.02,104.85,12.72,0.09,99.3,10.6,0.03,103.8,15.42,0.08,100.68,14.09,0.04,105.82,14.82,0.1,100.25,14.61,0.04,95.52,12.96,0.01,101.62,14.73,0.05,92.2,13.14,0.04,87.02,17.97,0.1,84.35,12.9,0.12,77.47,15.5,0.2,77.08,13.53,0.2,66.0,12.83,0.32,62.2,16.98,0.35,56.4,13.25,0.41,53.15,13.49,0.45,42.05,13.0,0.56
184,1187,-103.83145152,44.33250029,Northern Great Plains,SOUTH DAKOTA,Terry Peak Ski Area,785,13.96286685,,98.19,3.61,97.95,16.09,0.0,105.48,14.19,0.07,101.7,14.22,0.04,104.52,16.41,0.06,102.02,14.72,0.04,106.58,13.16,0.09,101.28,14.0,0.03,97.52,12.97,0.01,101.98,11.8,0.04,92.9,12.94,0.05,86.35,18.45,0.12,83.02,15.12,0.15,75.0,14.72,0.24,72.68,13.3,0.26,62.22,13.09,0.37,55.25,17.02,0.44,50.7,12.68,0.48,44.68,14.61,0.55,36.52,13.39,0.63
185,1188,-83.54160986,35.70601658,Southeast,TENNESSEE,Ober Gatlinburg Ski Area,337,1824.01619839,,43.2,4.62,44.05,9.52,0.02,48.25,11.57,0.12,48.0,11.55,0.11,48.25,10.03,0.12,49.1,10.71,0.14,48.55,8.97,0.12,47.7,11.9,0.1,43.6,10.8,0.01,43.65,11.59,0.01,40.0,9.26,0.07,36.15,9.48,0.16,35.52,9.08,0.18,29.92,7.23,0.31,27.0,7.49,0.38,24.45,8.0,0.43,21.35,7.35,0.51,19.9,6.83,0.54,18.45,8.41,0.57,13.38,6.56,0.69
186,1189,-111.55249669,41.97228492,Southwest,UTAH,Beaver Mountain Ski Area,850,3.70715144,,107.23,4.97,114.55,15.69,0.07,116.0,14.67,0.08,118.45,14.56,0.1,116.02,17.31,0.08,117.22,17.13,0.09,121.98,16.55,0.14,111.75,16.7,0.04,110.7,13.03,0.03,110.95,16.94,0.03,104.65,13.86,0.02,96.22,17.08,0.1,91.32,16.7,0.15,81.15,15.39,0.24,69.58,15.57,0.35,56.15,13.44,0.48,48.32,17.5,0.55,40.35,12.59,0.62,29.55,10.84,0.72,24.2,11.18,0.77
187,1190,-112.84736117,37.6916095,Southwest,UTAH,Brian Head Ski Area,797,1.66227796,,112.08,3.82,116.18,15.66,0.04,123.05,12.74,0.1,119.8,11.79,0.07,118.35,16.38,0.06,118.02,16.31,0.05,125.58,16.16,0.12,116.02,15.8,0.04,114.8,13.56,0.02,117.35,12.68,0.05,106.78,13.77,0.05,101.55,15.07,0.09,93.68,14.5,0.16,84.58,16.02,0.25,77.62,13.88,0.31,63.98,11.3,0.43,57.08,15.81,0.49,51.6,13.98,0.54,40.88,12.47,0.64,34.5,12.21,0.69
188,1191,-111.57831627,40.59169695,Southwest,UTAH,Brighton Ski Area,798,0.93169545,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
189,1192,-111.47930729,40.62278684,Southwest,UTAH,Deer Valley Ski Area,899,4.04220333,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
190,1193,-112.37804,38.32240879,Southwest,UTAH,Eagle Point Resort,793,2.8970684,,113.42,4.35,119.58,15.12,0.05,124.42,13.0,0.1,121.48,12.17,0.07,119.78,16.54,0.06,120.22,16.48,0.06,127.28,16.34,0.12,117.22,14.98,0.03,116.12,13.03,0.02,119.7,13.08,0.06,108.48,13.33,0.04,103.15,16.11,0.09,96.12,15.41,0.15,87.85,15.04,0.23,80.75,12.85,0.29,67.47,11.99,0.41,60.8,15.58,0.46,55.82,15.39,0.51,45.22,13.97,0.6,38.3,13.19,0.66
191,1194,-111.52536984,40.63015091,Southwest,UTAH,Park City Ski Area,899,1.18580523,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
192,1195,-111.56719839,40.67365921,Southwest,UTAH,Park City West Ski Area,870,5.97965349,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
193,1196,-111.77196266,41.37652538,Southwest,UTAH,Powder Mountain Ski Area,859,5.88313203,,77.45,2.34,84.55,14.32,0.09,82.18,13.94,0.06,85.2,16.47,0.1,83.55,17.81,0.08,86.28,18.5,0.11,91.35,14.97,0.18,79.2,16.82,0.02,78.85,13.88,0.02,78.7,18.75,0.02,74.38,14.59,0.04,65.95,17.15,0.15,59.48,17.03,0.23,52.02,14.12,0.33,44.18,15.05,0.43,33.48,11.82,0.57,28.35,14.13,0.63,20.78,9.8,0.73,16.52,8.41,0.79,13.88,8.56,0.82
194,1197,-111.86239993,41.19966176,Southwest,UTAH,Snow Basin Ski Area,791,20.53473261,,58.62,2.1,66.42,15.14,0.13,63.38,14.32,0.08,64.75,16.61,0.1,62.92,18.33,0.07,67.82,19.26,0.16,71.28,15.99,0.22,58.85,15.17,0.0,58.45,14.49,0.0,60.9,19.62,0.04,53.48,14.37,0.09,45.2,17.91,0.23,41.95,16.9,0.28,34.75,13.23,0.41,28.85,13.97,0.51,21.18,11.68,0.64,17.0,12.05,0.71,11.22,7.43,0.81,8.7,6.71,0.85,7.38,6.25,0.87
195,1198,-111.64090673,40.57198325,Southwest,UTAH,Snowbird Ski Area,890,2.01965895,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
196,1199,-111.60340282,40.61407938,Southwest,UTAH,Solitude Ski Area,798,2.43062846,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
197,1200,-111.59112095,40.38506702,Southwest,UTAH,Sundance Ski Area,902,5.49556924,,125.24,4.08,132.9,15.22,0.06,137.57,12.61,0.1,136.1,12.22,0.09,134.43,16.74,0.07,134.98,15.94,0.08,140.57,16.17,0.12,129.98,15.53,0.04,129.3,13.08,0.03,130.98,14.08,0.05,122.0,13.51,0.03,115.25,16.35,0.08,105.62,15.87,0.16,98.6,15.37,0.21,88.4,15.22,0.29,74.4,13.25,0.41,67.2,16.17,0.46,60.55,15.76,0.52,49.6,14.23,0.6,44.7,14.71,0.64
198,1201,-72.93804152,43.22117162,Northeast,VERMONT,Big Bromley Ski Area,785,2327.61219404,,98.75,1.31,104.85,10.4,0.06,105.78,11.66,0.07,105.58,8.89,0.07,107.68,11.45,0.09,106.65,10.58,0.08,105.65,9.3,0.07,104.1,10.3,0.05,101.4,11.19,0.03,101.75,11.01,0.03,95.3,10.84,0.03,91.82,11.94,0.07,87.6,8.49,0.11,82.82,13.8,0.16,76.0,11.72,0.23,71.25,10.14,0.28,65.15,12.55,0.34,59.8,10.29,0.39,58.22,10.81,0.41,48.38,12.4,0.51
199,1202,-72.84622002,44.41652471,Northeast,VERMONT,Bolton Valley Ski Area,785,2309.56628495,,96.12,1.52,101.3,10.26,0.05,102.3,11.45,0.06,104.32,9.5,0.09,105.42,11.28,0.1,104.42,10.44,0.09,103.0,11.15,0.07,102.35,10.36,0.06,98.0,12.51,0.02,98.95,11.51,0.03,92.1,12.02,0.04,91.42,13.81,0.05,85.28,10.5,0.11,79.88,14.57,0.17,73.9,12.0,0.23,67.12,10.9,0.3,61.08,13.66,0.36,56.6,8.73,0.41,52.72,11.57,0.45,44.35,12.96,0.54
200,1203,-71.89948159,44.57999546,Northeast,VERMONT,Burke Mountain Ski Area,785,2376.57527918,,109.6,1.66,115.12,9.24,0.05,116.28,10.93,0.06,116.8,8.8,0.07,118.28,11.03,0.08,118.15,9.7,0.08,116.32,9.73,0.06,115.6,10.05,0.05,112.25,11.7,0.02,113.05,10.94,0.03,105.6,10.63,0.04,104.98,12.35,0.04,99.05,9.5,0.1,94.55,13.35,0.14,88.72,10.86,0.19,81.85,10.32,0.25,75.88,13.0,0.31,70.2,9.68,0.36,66.42,10.46,0.39,57.82,12.92,0.47
201,1204,-72.95543292,43.93223745,Northeast,VERMONT,Churchhill House Ski Area,785,2310.66333517,,98.56,2.09,104.22,10.21,0.06,105.68,11.13,0.07,105.95,8.62,0.07,107.35,11.49,0.09,106.82,10.34,0.08,105.4,10.4,0.07,103.88,10.14,0.05,100.85,12.1,0.02,102.05,10.67,0.04,94.7,11.7,0.04,92.85,12.89,0.06,88.1,9.9,0.11,82.6,14.82,0.16,76.62,12.05,0.22,70.32,10.79,0.29,64.5,13.94,0.35,58.8,9.87,0.4,56.05,11.45,0.43,47.32,13.23,0.52
202,1205,-72.91376886,44.16460224,Northeast,VERMONT,Glen Ellen Ski Area,785,2309.19787299,,98.56,2.09,104.22,10.21,0.06,105.68,11.13,0.07,105.95,8.62,0.07,107.35,11.49,0.09,106.82,10.34,0.08,105.4,10.4,0.07,103.88,10.14,0.05,100.85,12.1,0.02,102.05,10.67,0.04,94.7,11.7,0.04,92.85,12.89,0.06,88.1,9.9,0.11,82.6,14.82,0.16,76.62,12.05,0.22,70.32,10.79,0.29,64.5,13.94,0.35,58.8,9.87,0.4,56.05,11.45,0.43,47.32,13.23,0.52
203,1206,-72.89975516,42.92345732,Northeast,VERMONT,Haystack Mountain Ski Area,785,2337.78921838,,98.75,1.31,104.85,10.4,0.06,105.78,11.66,0.07,105.58,8.89,0.07,107.68,11.45,0.09,106.65,10.58,0.08,105.65,9.3,0.07,104.1,10.3,0.05,101.4,11.19,0.03,101.75,11.01,0.03,95.3,10.84,0.03,91.82,11.94,0.07,87.6,8.49,0.11,82.82,13.8,0.16,76.0,11.72,0.23,71.25,10.14,0.28,65.15,12.55,0.34,59.8,10.29,0.39,58.22,10.81,0.41,48.38,12.4,0.51
204,1207,-72.51557007,44.92964378,Northeast,VERMONT,Jay Peak Ski Area,785,2325.46846549,,108.06,2.01,113.6,9.82,0.05,115.0,11.44,0.06,115.55,9.15,0.07,117.22,11.47,0.08,116.85,9.6,0.08,114.72,10.32,0.06,114.85,10.02,0.06,110.72,12.2,0.02,111.38,10.18,0.03,103.88,10.56,0.04,103.25,12.53,0.04,97.98,10.45,0.09,92.88,13.98,0.14,86.85,11.64,0.2,79.82,10.72,0.26,73.53,13.43,0.32,68.2,9.95,0.37,64.22,10.74,0.41,55.5,13.33,0.49
205,1208,-72.79300316,43.61074085,Northeast,VERMONT,Killington Ski Area,785,2329.49961486,,98.56,1.45,104.0,9.85,0.06,105.8,10.84,0.07,105.75,8.86,0.07,107.58,11.08,0.09,106.7,10.25,0.08,105.38,9.74,0.07,103.95,10.19,0.05,100.78,11.58,0.02,101.8,10.9,0.03,94.6,11.09,0.04,92.4,13.0,0.06,87.78,9.0,0.11,82.35,14.74,0.16,76.32,12.14,0.23,70.32,10.7,0.29,64.88,13.3,0.34,59.08,9.43,0.4,56.68,10.61,0.42,47.92,12.51,0.51
206,1209,-72.9254417,44.19854769,Northeast,VERMONT,Mad River Glen Ski Area,785,2307.69119205,,98.56,2.09,104.22,10.21,0.06,105.68,11.13,0.07,105.95,8.62,0.07,107.35,11.49,0.09,106.82,10.34,0.08,105.4,10.4,0.07,103.88,10.14,0.05,100.85,12.1,0.02,102.05,10.67,0.04,94.7,11.7,0.04,92.85,12.89,0.06,88.1,9.9,0.11,82.6,14.82,0.16,76.62,12.05,0.22,70.32,10.79,0.29,64.5,13.94,0.35,58.8,9.87,0.4,56.05,11.45,0.43,47.32,13.23,0.52
207,1210,-72.76497687,43.19611508,Northeast,VERMONT,Majic Mountain Ski Center,785,2341.11426324,,98.75,1.31,104.85,10.4,0.06,105.78,11.66,0.07,105.58,8.89,0.07,107.68,11.45,0.09,106.65,10.58,0.08,105.65,9.3,0.07,104.1,10.3,0.05,101.4,11.19,0.03,101.75,11.01,0.03,95.3,10.84,0.03,91.82,11.94,0.07,87.6,8.49,0.11,82.82,13.8,0.16,76.0,11.72,0.23,71.25,10.14,0.28,65.15,12.55,0.34,59.8,10.29,0.39,58.22,10.81,0.41,48.38,12.4,0.51
208,1211,-72.90824202,42.96094748,Northeast,VERMONT,Mount Snow Ski Area,785,2336.20901261,,98.75,1.31,104.85,10.4,0.06,105.78,11.66,0.07,105.58,8.89,0.07,107.68,11.45,0.09,106.65,10.58,0.08,105.65,9.3,0.07,104.1,10.3,0.05,101.4,11.19,0.03,101.75,11.01,0.03,95.3,10.84,0.03,91.82,11.94,0.07,87.6,8.49,0.11,82.82,13.8,0.16,76.0,11.72,0.23,71.25,10.14,0.28,65.15,12.55,0.34,59.8,10.29,0.39,58.22,10.81,0.41,48.38,12.4,0.51
209,1212,-72.73395291,43.41035837,Northeast,VERMONT,Okemo Mountain Ski Area,785,2338.39111853,,100.16,1.44,105.75,9.93,0.06,107.15,10.95,0.07,106.72,8.53,0.07,108.88,11.05,0.09,108.22,10.35,0.08,106.62,9.23,0.06,105.5,10.06,0.05,102.58,11.69,0.02,103.52,11.22,0.03,96.72,11.06,0.03,94.28,12.44,0.06,89.8,9.12,0.1,84.28,14.63,0.16,78.47,12.32,0.22,72.62,10.35,0.27,66.53,13.23,0.34,60.5,9.46,0.4,58.38,10.34,0.42,49.4,12.46,0.51
210,1213,-72.84057891,43.65189603,Northeast,VERMONT,Pico Peak Ski Area,785,2325.06476518,,98.56,1.45,104.0,9.85,0.06,105.8,10.84,0.07,105.75,8.86,0.07,107.58,11.08,0.09,106.7,10.25,0.08,105.38,9.74,0.07,103.95,10.19,0.05,100.78,11.58,0.02,101.8,10.9,0.03,94.6,11.09,0.04,92.4,13.0,0.06,87.78,9.0,0.11,82.35,14.74,0.16,76.32,12.14,0.23,70.32,10.7,0.29,64.88,13.3,0.34,59.08,9.43,0.4,56.68,10.61,0.42,47.92,12.51,0.51
211,1214,-72.77071135,44.57223206,Northeast,VERMONT,Smuggler's Notch Ski Area,785,2312.43968687,,96.12,1.52,101.3,10.26,0.05,102.3,11.45,0.06,104.32,9.5,0.09,105.42,11.28,0.1,104.42,10.44,0.09,103.0,11.15,0.07,102.35,10.36,0.06,98.0,12.51,0.02,98.95,11.51,0.03,92.1,12.02,0.04,91.42,13.81,0.05,85.28,10.5,0.11,79.88,14.57,0.17,73.9,12.0,0.23,67.12,10.9,0.3,61.08,13.66,0.36,56.6,8.73,0.41,52.72,11.57,0.45,44.35,12.96,0.54
212,1215,-72.788806,44.52712987,Northeast,VERMONT,Stowe Mountain Resort,785,2311.87488664,,96.12,1.52,101.3,10.26,0.05,102.3,11.45,0.06,104.32,9.5,0.09,105.42,11.28,0.1,104.42,10.44,0.09,103.0,11.15,0.07,102.35,10.36,0.06,98.0,12.51,0.02,98.95,11.51,0.03,92.1,12.02,0.04,91.42,13.81,0.05,85.28,10.5,0.11,79.88,14.57,0.17,73.9,12.0,0.23,67.12,10.9,0.3,61.08,13.66,0.36,56.6,8.73,0.41,52.72,11.57,0.45,44.35,12.96,0.54
213,1216,-72.91182048,43.10208769,Northeast,VERMONT,Stratton Mountain Ski Center,785,2332.44201042,,98.75,1.31,104.85,10.4,0.06,105.78,11.66,0.07,105.58,8.89,0.07,107.68,11.45,0.09,106.65,10.58,0.08,105.65,9.3,0.07,104.1,10.3,0.05,101.4,11.19,0.03,101.75,11.01,0.03,95.3,10.84,0.03,91.82,11.94,0.07,87.6,8.49,0.11,82.82,13.8,0.16,76.0,11.72,0.23,71.25,10.14,0.28,65.15,12.55,0.34,59.8,10.29,0.39,58.22,10.81,0.41,48.38,12.4,0.51
214,1217,-72.9107508,44.13681555,Northeast,VERMONT,Sugarbush Valley Ski Area,785,2309.95170071,,98.56,2.09,104.22,10.21,0.06,105.68,11.13,0.07,105.95,8.62,0.07,107.35,11.49,0.09,106.82,10.34,0.08,105.4,10.4,0.07,103.88,10.14,0.05,100.85,12.1,0.02,102.05,10.67,0.04,94.7,11.7,0.04,92.85,12.89,0.06,88.1,9.9,0.11,82.6,14.82,0.16,76.62,12.05,0.22,70.32,10.79,0.29,64.5,13.94,0.35,58.8,9.87,0.4,56.05,11.45,0.43,47.32,13.23,0.52
215,1218,-78.76644874,38.81381872,Southeast,VIRGINIA,Bryce Ski Area,785,2044.18497967,,55.2,2.29,59.85,10.41,0.08,61.58,12.11,0.12,62.28,10.42,0.13,62.6,11.13,0.13,61.45,12.41,0.11,63.22,9.67,0.15,59.7,11.01,0.08,55.18,10.94,0.0,55.65,11.59,0.01,51.52,10.27,0.07,46.32,10.19,0.16,45.15,8.54,0.18,39.67,8.91,0.28,36.35,8.92,0.34,32.52,8.8,0.41,28.98,8.39,0.48,25.52,8.91,0.54,24.68,8.86,0.55,17.48,7.83,0.68
216,1219,-78.75962371,38.39784178,Southeast,VIRGINIA,Massanutten Ski Area,785,2064.45990272,,52.79,2.81,56.58,9.96,0.07,58.65,11.46,0.11,58.8,11.29,0.11,60.08,10.97,0.14,59.42,12.12,0.13,60.88,9.37,0.15,57.05,11.36,0.08,53.08,10.97,0.01,53.08,11.62,0.01,49.35,10.24,0.07,44.9,10.42,0.15,43.28,8.23,0.18,37.38,8.16,0.29,34.78,8.89,0.34,31.05,8.76,0.41,27.58,8.07,0.48,24.6,8.65,0.53,23.45,8.84,0.56,17.08,7.66,0.68
217,1220,-78.93934811,37.91786783,Southeast,VIRGINIA,Wintergreen Ski Area,785,2075.0773293,,45.01,2.97,48.18,9.29,0.07,50.28,10.78,0.12,50.92,11.78,0.13,51.62,10.3,0.15,50.92,11.63,0.13,52.02,8.56,0.16,49.45,11.0,0.1,44.85,9.97,0.0,45.45,10.65,0.01,40.8,9.98,0.09,36.92,9.2,0.18,36.3,9.11,0.19,30.98,7.55,0.31,27.88,8.9,0.38,24.78,7.83,0.45,21.45,6.97,0.52,20.1,7.67,0.55,18.55,7.96,0.59,13.38,6.33,0.7
218,1221,-121.43696399,47.45081003,Northwest,WASHINGTON,Alpental Ski Area,953,8.98696555,,48.58,1.86,50.98,14.04,0.05,50.58,16.92,0.04,49.15,16.11,0.01,49.78,16.01,0.02,50.6,17.29,0.04,54.0,13.36,0.11,48.52,17.39,0.0,48.22,14.7,0.01,52.52,15.4,0.08,42.28,14.88,0.13,37.4,15.95,0.23,38.78,17.16,0.2,33.48,15.38,0.31,30.18,13.11,0.38,22.48,10.48,0.54,24.65,14.63,0.49,17.32,8.15,0.64,15.22,9.58,0.69,13.28,8.58,0.73
219,1222,-117.8518836,46.07559571,Northwest,WASHINGTON,Bluewood Ski Area,983,4.93758505,,47.06,1.67,50.9,13.51,0.08,48.55,14.08,0.03,49.32,15.81,0.05,48.02,16.52,0.02,49.6,17.13,0.05,53.5,12.58,0.14,46.52,14.59,0.01,47.95,14.9,0.02,49.45,15.62,0.05,40.88,13.95,0.13,36.22,15.68,0.23,37.2,16.83,0.21,31.25,12.69,0.34,29.5,11.24,0.37,20.7,10.29,0.56,22.0,15.11,0.53,15.62,7.7,0.67,13.32,8.61,0.72,12.2,8.3,0.74
220,1223,-121.48133388,46.93388207,Northwest,WASHINGTON,Crystal Mountain Ski Resort,947,2.65668017,,73.15,4.34,75.72,16.19,0.04,77.25,17.39,0.06,74.97,17.77,0.02,75.47,17.76,0.03,77.42,18.73,0.06,80.18,14.56,0.1,73.05,20.06,0.0,74.58,15.62,0.02,77.88,16.98,0.06,65.08,17.63,0.11,60.55,18.27,0.17,59.65,19.14,0.18,51.68,17.41,0.29,46.88,16.11,0.36,35.12,11.58,0.52,34.88,17.11,0.52,27.78,10.11,0.62,22.55,11.28,0.69,21.02,10.34,0.71
221,1224,-120.05860407,47.9377348,Northwest,WASHINGTON,Echo Valley Ski Area,959,36.53525781,,59.59,1.75,63.02,15.05,0.06,61.62,17.16,0.03,60.52,15.78,0.02,62.3,15.96,0.05,63.6,17.2,0.07,68.4,12.75,0.15,59.12,17.41,0.01,59.8,14.27,0.0,62.95,16.18,0.06,53.68,15.17,0.1,49.08,16.93,0.18,48.58,17.92,0.18,41.3,15.83,0.31,37.2,14.78,0.38,27.88,11.18,0.53,28.65,16.14,0.52,20.62,9.53,0.65,18.45,10.98,0.69,16.15,10.11,0.73
