,SKI_ID,Ski_Long,Ski_Lat,NCA,STATE,NAME,SnotelID,Snotel_dist_km,Snotel_elev,ref mean SMD,ref std SMD,1920 mean SMD,1920 std SMD,1920 percent loss SMD,1930 mean SMD,1930 std SMD,1930 percent loss SMD,1940 mean SMD,1940 std SMD,1940 percent loss SMD,1950 mean SMD,1950 std SMD,1950 percent loss SMD,1960 mean SMD,1960 std SMD,1960 percent loss SMD,1970 mean SMD,1970 std SMD,1970 percent loss SMD,1980 mean SMD,1980 std SMD,1980 percent loss SMD,1990 mean SMD,1990 std SMD,1990 percent loss SMD,2000 mean SMD,2000 std SMD,2000 percent loss SMD,2010 mean SMD,2010 std SMD,2010 percent loss SMD,2020 mean SMD,2020 std SMD,2020 percent loss SMD,2030 mean SMD,2030 std SMD,2030 percent loss SMD,2040 mean SMD,2040 std SMD,2040 percent loss SMD,2050 mean SMD,2050 std SMD,2050 percent loss SMD,2060 mean SMD,2060 std SMD,2060 percent loss SMD,2070 mean SMD,2070 std SMD,2070 percent loss SMD,2080 mean SMD,2080 std SMD,2080 percent loss SMD,2090 mean SMD,2090 std SMD,2090 percent loss SMD,2100 mean SMD,2100 std SMD,2100 percent loss SMD
222,1225,-117.57019996,48.29170992,Northwest,WASHINGTON,Forty Nine Degrees North Ski Area,921,52.01203825,,68.12,2.53,70.35,14.61,0.03,70.58,15.23,0.04,68.5,15.94,0.01,70.75,15.38,0.04,71.38,15.83,0.05,75.95,12.48,0.11,68.12,17.77,0.0,69.65,15.23,0.02,71.28,14.77,0.05,62.52,14.76,0.08,59.4,16.03,0.13,58.72,16.82,0.14,51.42,15.17,0.25,48.62,15.11,0.29,37.85,11.74,0.44,37.75,17.31,0.45,29.95,9.93,0.56,26.42,12.72,0.61,23.68,11.34,0.65
223,1226,-119.91910261,48.39201331,Northwest,WASHINGTON,Loup Loup Ski Area,952,22.28193829,,93.48,7.11,98.12,18.81,0.05,97.48,17.38,0.04,95.75,17.17,0.02,97.32,18.52,0.04,99.25,17.74,0.06,103.58,14.6,0.11,93.2,22.15,0.0,96.22,18.32,0.03,97.28,17.76,0.04,87.85,19.58,0.06,83.3,19.19,0.11,81.1,18.91,0.13,70.9,18.22,0.24,64.82,18.41,0.31,52.0,14.15,0.44,50.58,20.1,0.46,41.38,12.19,0.56,34.7,14.47,0.63,31.2,12.94,0.67
224,1227,-121.41905305,47.40979121,Northwest,WASHINGTON,Snoqualmie Summit Ski Area,953,4.66879103,,48.58,1.86,50.98,14.04,0.05,50.58,16.92,0.04,49.15,16.11,0.01,49.78,16.01,0.02,50.6,17.29,0.04,54.0,13.36,0.11,48.52,17.39,0.0,48.22,14.7,0.01,52.52,15.4,0.08,42.28,14.88,0.13,37.4,15.95,0.23,38.78,17.16,0.2,33.48,15.38,0.31,30.18,13.11,0.38,22.48,10.48,0.54,24.65,14.63,0.49,17.32,8.15,0.64,15.22,9.58,0.69,13.28,8.58,0.73
225,1228,-121.42012174,47.38093633,Northwest,WASHINGTON,Summit Nordic Center,953,1.86667349,,48.58,1.86,50.98,14.04,0.05,50.58,16.92,0.04,49.15,16.11,0.01,49.78,16.01,0.02,50.6,17.29,0.04,54.0,13.36,0.11,48.52,17.39,0.0,48.22,14.7,0.01,52.52,15.4,0.08,42.28,14.88,0.13,37.4,15.95,0.23,38.78,17.16,0.2,33.48,15.38,0.31,30.18,13.11,0.38,22.48,10.48,0.54,24.65,14.63,0.49,17.32,8.15,0.64,15.22,9.58,0.69,13.28,8.58,0.73
226,1229,-121.3974379,46.62142918,Northwest,WASHINGTON,White Pass Ski Area,957,0.55984535,,91.22,5.8,96.3,16.98,0.06,97.52,18.1,0.07,94.1,18.29,0.03,94.58,19.61,0.04,95.78,18.72,0.05,97.85,14.59,0.07,91.78,20.6,0.01,92.35,16.48,0.01,96.3,16.86,0.06,84.05,19.0,0.08,78.85,19.43,0.14,75.95,19.41,0.17,66.72,18.76,0.27,59.1,17.75,0.35,46.75,14.1,0.49,44.48,18.71,0.51,36.4,10.95,0.6,29.42,13.87,0.68,26.78,12.1,0.71
227,1230,-79.99620023,38.42408452,Northeast,WEST VIRGINIA,Snowshoe Mountain Ski Area,785,1971.91499101,,74.79,1.98,81.4,10.5,0.09,82.85,11.68,0.11,82.48,9.67,0.1,83.68,11.19,0.12,82.22,12.53,0.1,84.55,9.24,0.13,81.03,11.15,0.08,75.03,11.5,0.0,75.18,12.64,0.01,71.75,10.71,0.04,66.72,9.75,0.11,63.8,8.57,0.15,59.22,9.61,0.21,53.78,9.25,0.28,49.55,10.1,0.34,46.45,10.87,0.38,41.52,8.46,0.44,39.78,11.47,0.47,31.68,10.33,0.58
228,1231,-79.39644086,39.03642955,Northeast,WEST VIRGINIA,Timberline Four Seasons Resort,785,1987.17057077,,67.14,1.77,73.6,10.76,0.1,74.78,12.14,0.11,74.03,9.6,0.1,76.12,11.07,0.13,74.35,12.41,0.11,76.7,8.94,0.14,72.62,10.59,0.08,67.15,11.67,0.0,68.1,11.9,0.01,63.4,10.27,0.06,58.95,9.84,0.12,56.45,8.27,0.16,51.6,9.01,0.23,47.15,9.6,0.3,41.8,9.85,0.38,39.3,10.28,0.41,34.3,9.26,0.49,33.38,10.52,0.5,25.58,9.47,0.62
229,1232,-88.42869683,42.73332338,Midwest,WISCONSIN,Alpine Valley Ski Area,785,1177.83295373,,74.28,1.51,79.15,12.2,0.07,80.4,13.77,0.08,78.95,12.02,0.06,82.25,15.52,0.11,80.08,15.78,0.08,83.28,14.65,0.12,79.2,13.11,0.07,72.78,14.12,0.02,77.55,14.36,0.04,70.0,13.75,0.06,65.68,15.94,0.12,63.4,10.17,0.15,56.6,15.22,0.24,54.58,12.64,0.27,46.65,10.34,0.37,42.82,14.11,0.42,38.88,10.59,0.48,34.52,10.98,0.54,26.45,11.73,0.64
230,1233,-89.51826748,43.50064358,Midwest,WISCONSIN,Cascade Mountain Ski Area,785,1080.05384008,,84.53,2.06,88.55,11.81,0.05,92.15,13.21,0.09,89.72,12.7,0.06,92.18,16.15,0.09,90.22,15.81,0.07,95.25,16.35,0.13,88.75,13.39,0.05,82.32,14.57,0.03,88.1,14.37,0.04,79.6,13.55,0.06,76.35,17.71,0.1,72.53,13.24,0.14,65.35,15.28,0.23,63.7,14.15,0.25,55.02,10.47,0.35,50.82,16.92,0.4,45.5,11.71,0.46,41.2,12.45,0.51,32.38,12.72,0.62
231,1234,-89.62892146,43.42218269,Midwest,WISCONSIN,Devil's Head Ski Area,785,1073.08951455,,84.53,2.06,88.55,11.81,0.05,92.15,13.21,0.09,89.72,12.7,0.06,92.18,16.15,0.09,90.22,15.81,0.07,95.25,16.35,0.13,88.75,13.39,0.05,82.32,14.57,0.03,88.1,14.37,0.04,79.6,13.55,0.06,76.35,17.71,0.1,72.53,13.24,0.14,65.35,15.28,0.23,63.7,14.15,0.25,55.02,10.47,0.35,50.82,16.92,0.4,45.5,11.71,0.46,41.2,12.45,0.51,32.38,12.72,0.62
232,1235,-91.18243216,43.74161155,Midwest,WISCONSIN,Mt. La Crosse Ski Area,785,951.36306994,,84.99,2.24,87.88,11.88,0.03,92.45,12.99,0.09,89.3,12.89,0.05,91.85,16.12,0.08,90.25,15.54,0.06,95.7,15.92,0.13,89.72,14.0,0.06,82.65,14.09,0.03,88.52,14.37,0.04,79.78,12.77,0.06,76.1,17.68,0.1,72.97,13.3,0.14,66.28,14.82,0.22,65.15,14.51,0.23,56.3,11.04,0.34,51.85,16.15,0.39,46.25,11.95,0.46,42.45,12.5,0.5,33.1,12.47,0.61
233,1236,-89.18166024,44.11990434,Midwest,WISCONSIN,Nordic Mountain Ski Area,785,1097.06855536,,87.59,2.59,90.65,11.72,0.03,95.48,12.55,0.09,93.82,13.4,0.07,95.25,16.03,0.09,93.75,15.99,0.07,98.78,16.95,0.13,91.85,13.3,0.05,85.68,14.43,0.02,91.98,14.42,0.05,82.45,13.94,0.06,78.25,17.85,0.11,74.75,14.04,0.15,68.78,15.6,0.21,66.03,14.62,0.25,57.05,11.39,0.35,52.32,17.18,0.4,46.98,13.02,0.46,42.42,12.93,0.52,33.45,13.92,0.62
234,1237,-89.68567944,44.92498512,Midwest,WISCONSIN,Rib Mountain Ski Area,785,1055.29658627,,104.39,2.59,108.18,11.38,0.04,112.5,11.76,0.08,110.28,13.05,0.06,113.6,14.6,0.09,111.0,13.95,0.06,114.62,15.61,0.1,109.98,13.05,0.05,103.88,12.73,0.0,109.35,14.49,0.05,99.32,12.75,0.05,95.25,17.06,0.09,91.98,14.02,0.12,86.0,15.58,0.18,81.85,14.19,0.22,70.9,12.34,0.32,65.35,18.58,0.37,58.78,14.29,0.44,54.3,13.31,0.48,43.28,15.03,0.59
235,1238,-89.82037516,44.00293564,Midwest,WISCONSIN,Sky Line Ski Area,785,1050.40286921,,87.55,2.73,91.72,11.67,0.05,95.52,12.43,0.09,93.02,13.05,0.06,95.45,15.91,0.09,92.85,16.33,0.06,98.25,16.65,0.12,91.95,13.42,0.05,86.05,13.87,0.02,91.92,14.56,0.05,82.18,13.14,0.06,78.58,17.65,0.1,74.58,13.75,0.15,68.85,15.77,0.21,66.28,15.13,0.24,57.62,11.5,0.34,53.22,17.31,0.39,47.45,12.3,0.46,42.9,12.93,0.51,33.7,13.63,0.62
236,1239,-91.34199131,46.10269049,Midwest,WISCONSIN,Telemark Resort,785,943.62621627,,110.9,2.67,113.82,11.25,0.03,118.18,11.77,0.07,116.62,12.73,0.05,120.52,14.14,0.09,116.85,13.13,0.05,121.48,14.08,0.1,116.62,12.13,0.05,110.48,11.78,0.0,115.28,13.53,0.04,105.8,13.75,0.05,102.25,16.54,0.08,98.85,13.59,0.11,92.75,15.29,0.16,89.38,14.92,0.19,76.15,13.12,0.31,72.0,19.94,0.35,64.68,14.42,0.42,60.0,15.32,0.46,49.08,15.48,0.56
237,1240,-92.62059592,45.34967197,Midwest,WISCONSIN,Trollhaugen Ski Area,785,840.32326873,,103.77,2.97,107.02,11.7,0.03,111.52,13.17,0.07,108.88,13.04,0.05,112.7,15.73,0.09,110.68,14.43,0.07,113.65,15.77,0.1,109.1,14.33,0.05,102.85,12.49,0.01,107.9,14.63,0.04,98.78,13.83,0.05,94.72,17.51,0.09,92.7,14.26,0.11,86.18,15.97,0.17,83.25,15.7,0.2,70.97,12.43,0.32,66.35,19.95,0.36,59.28,14.03,0.43,55.28,14.84,0.47,44.78,14.05,0.57
238,1241,-90.40383512,46.40493398,Midwest,WISCONSIN,Whitecap Mountain Ski Area,785,1016.28870795,,107.37,2.57,111.32,12.81,0.04,114.32,12.58,0.06,113.65,13.99,0.06,117.18,14.34,0.09,112.88,14.09,0.05,118.25,14.89,0.1,112.0,13.19,0.04,107.2,12.26,0.0,111.18,14.6,0.04,101.68,14.99,0.05,97.32,16.47,0.09,94.5,14.27,0.12,88.12,16.37,0.18,83.9,15.3,0.22,71.03,13.64,0.34,66.45,19.93,0.38,58.55,14.41,0.45,52.98,14.8,0.51,40.83,14.86,0.62
239,1242,-88.19096461,42.4982133,Midwest,WISCONSIN,Wilmot Mountain Ski Area,785,1201.710336,,68.06,1.53,71.85,11.94,0.06,74.97,14.35,0.1,73.22,13.88,0.08,76.53,16.79,0.12,75.15,16.25,0.1,77.88,15.92,0.14,72.55,13.41,0.07,65.5,14.76,0.04,71.72,16.05,0.05,63.98,15.38,0.06,58.4,15.93,0.14,56.2,11.85,0.17,49.92,14.74,0.27,46.0,13.12,0.32,39.38,9.81,0.42,35.92,13.85,0.47,30.8,9.38,0.55,27.2,10.42,0.6,18.68,11.13,0.73
240,1243,-110.94546989,43.78693334,Northern Great Plains,WYOMING,Grand Targhee Resort,1019,1.40098799,,131.97,4.54,138.35,16.09,0.05,142.9,15.51,0.08,141.85,11.79,0.07,141.82,17.34,0.07,140.25,13.65,0.06,142.88,14.56,0.08,136.6,15.09,0.04,135.62,12.08,0.03,137.95,11.43,0.05,128.93,13.55,0.02,122.82,17.12,0.07,115.85,13.88,0.12,108.45,12.0,0.18,98.6,15.61,0.25,85.58,15.24,0.35,76.03,17.25,0.42,69.58,14.18,0.47,57.8,15.19,0.56,48.18,17.07,0.63
241,1244,-106.34050494,42.74710196,Northern Great Plains,WYOMING,Hogadon Basin Ski Area,1005,2.4691989,,120.82,3.07,126.85,14.63,0.05,131.8,14.96,0.09,128.68,16.03,0.07,129.52,17.25,0.07,127.0,15.32,0.05,133.6,15.84,0.11,125.2,13.59,0.04,123.72,12.86,0.02,127.05,14.61,0.05,118.12,13.36,0.02,111.65,17.03,0.08,103.2,14.79,0.15,94.1,14.13,0.22,86.68,12.66,0.28,77.28,15.87,0.36,67.7,17.24,0.44,61.58,13.15,0.49,51.75,14.15,0.57,44.3,15.7,0.63
242,1245,-110.84662024,43.59400035,Northern Great Plains,WYOMING,Jackson Hole Ski Area,1047,9.52624546,,139.11,4.42,144.55,16.59,0.04,151.0,15.32,0.09,150.32,12.39,0.08,149.22,16.42,0.07,147.88,14.31,0.06,151.02,15.18,0.09,144.15,15.12,0.04,142.75,12.83,0.03,145.55,12.21,0.05,136.35,13.86,0.02,130.25,17.9,0.06,123.15,14.35,0.11,115.85,12.25,0.17,105.15,14.89,0.24,91.08,15.85,0.35,81.72,17.81,0.41,74.97,15.88,0.46,62.2,16.23,0.55,52.8,17.57,0.62
243,1246,-107.21791713,44.16081614,Northern Great Plains,WYOMING,Meadowlark Ski Area,1049,6.61041186,,140.89,3.17,145.1,13.88,0.03,151.98,12.36,0.08,148.07,12.71,0.05,149.12,15.43,0.06,148.57,14.14,0.05,152.32,13.15,0.08,145.65,13.47,0.03,143.65,11.03,0.02,146.35,12.73,0.04,137.5,12.32,0.02,130.93,16.4,0.07,124.45,14.33,0.12,117.58,11.83,0.17,109.2,13.87,0.22,98.5,16.16,0.3,88.92,18.24,0.37,82.12,16.43,0.42,71.32,17.07,0.49,63.6,17.3,0.55
244,1247,-106.17831713,41.33747482,Northern Great Plains,WYOMING,Medicine Bow Ski Area,1001,4.77153127,,139.02,3.22,145.45,15.3,0.05,151.25,15.89,0.09,148.52,14.08,0.07,147.5,16.43,0.06,146.43,13.34,0.05,151.3,14.64,0.09,144.25,13.09,0.04,142.02,12.61,0.02,144.48,12.6,0.04,136.32,11.17,0.02,128.43,16.8,0.08,119.48,14.98,0.14,110.8,12.81,0.2,102.25,12.6,0.26,92.5,15.93,0.33,79.2,16.03,0.43,74.22,14.79,0.47,63.32,15.27,0.54,55.8,16.12,0.6
245,1248,-110.75838926,43.46757291,Northern Great Plains,WYOMING,Snow King Mountain Resort,1047,12.91054318,,139.11,4.42,144.55,16.59,0.04,151.0,15.32,0.09,150.32,12.39,0.08,149.22,16.42,0.07,147.88,14.31,0.06,151.02,15.18,0.09,144.15,15.12,0.04,142.75,12.83,0.03,145.55,12.21,0.05,136.35,13.86,0.02,130.25,17.9,0.06,123.15,14.35,0.11,115.85,12.25,0.17,105.15,14.89,0.24,91.08,15.85,0.35,81.72,17.81,0.41,74.97,15.88,0.46,62.2,16.23,0.55,52.8,17.57,0.62
246,1249,-109.75111292,42.97285143,Northern Great Plains,WYOMING,White Pine Lodge Ski Area,1017,4.18271399,,161.58,4.19,168.62,15.19,0.04,175.32,13.04,0.09,173.1,10.04,0.07,173.15,13.23,0.07,170.5,14.48,0.06,172.45,14.85,0.07,168.5,14.58,0.04,165.1,12.02,0.02,168.22,10.73,0.04,161.43,13.92,0.0,153.15,18.92,0.05,146.88,13.15,0.09,138.9,12.22,0.14,127.32,15.86,0.21,111.92,18.15,0.31,103.1,19.16,0.36,94.35,19.23,0.42,82.35,17.53,0.49,73.25,18.15,0.55
